open;high;low;close;volume;marketCap;timestamp
20041.0348039542;20139.0542332829;19616.8149844439;19616.8149844439;24366810590.82;375367382007.85;"2022-08-28T23:59:59.999Z"
19615.1533628598;20357.4632334576;19600.7850348256;20297.9946353065;32637854077.72;388422039679.33;"2022-08-29T23:59:59.999Z"
20298.61208083;20542.644969648;19617.6409500442;19796.8094024105;34483360282.77;378850670474.32;"2022-08-30T23:59:59.999Z"
19799.5813157872;20420.9904201752;19799.5813157872;20049.7631893726;33225232872.06;383710102294.98;"2022-08-31T23:59:59.999Z"
20050.4986698419;20198.3911984996;19653.9684588823;20127.1402694309;30182031009.86;385208305831.58;"2022-09-01T23:59:59.999Z"
20126.0727809015;20401.567633276;19814.7660489836;19969.7711774602;29123998927.55;382212933183.84;"2022-09-02T23:59:59.999Z"
19969.7183469169;20037.0106485969;19698.355192333;19832.0877293385;23613051457.08;379595440556.6;"2022-09-03T23:59:59.999Z"
19832.4712955665;19999.6896450479;19636.8165736549;19986.71383922;25245861651.62;382576542382.13;"2022-09-04T23:59:59.999Z"
19988.7898184332;20031.1602515742;19673.0473387536;19812.3714787542;28813460025.44;379258182345.46;"2022-09-05T23:59:59.999Z"
19817.7240655724;20155.2687168601;18800.1716550661;18837.667712375;43403978910.41;360616650169.4;"2022-09-06T23:59:59.999Z"
18837.6833207735;19427.172670785;18644.4672270585;19290.3238735938;35239757133.88;369299496559.04;"2022-09-07T23:59:59.999Z"
19289.940569121;19417.3515932252;19076.7145234635;19329.8349334266;32194477849.95;370071738762.96;"2022-09-08T23:59:59.999Z"
19328.1399294633;21439.4093171623;19310.9625754389;21381.1528552866;48469528170.65;409363809141.16;"2022-09-09T23:59:59.999Z"
21376.9117145388;21760.2757705752;21168.7217218009;21680.539413428;36913738894.15;415117548315.38;"2022-09-10T23:59:59.999Z"
21678.5435697066;21770.5531906344;21406.9446411116;21769.2563395567;34493951963.3;416840289162.08;"2022-09-11T23:59:59.999Z"
21770.1481330587;22439.1810089793;21603.8957792787;22370.448649932;50212088965.2;428373958242.42;"2022-09-12T23:59:59.999Z"
22371.4806397841;22673.8197662856;20062.6706994888;20296.7078138753;51091116621.52;388682319976.46;"2022-09-13T23:59:59.999Z"
20184.555325165;20467.2014327824;19793.3967181663;20241.0898018307;37872380889;387631908834.78;"2022-09-14T23:59:59.999Z"
20242.2899083879;20318.1663918808;19636.7337742868;19701.2099625661;36389011503.32;377311288517.09;"2022-09-15T23:59:59.999Z"
19704.0054405263;19870.6297658167;19400.0754493035;19772.5842055678;30123362272.94;378693173324.34;"2022-09-16T23:59:59.999Z"
19777.0340283315;20162.5320217713;19777.0340283315;20127.5766571789;24957448100.3;385513277844.78;"2022-09-17T23:59:59.999Z"
20127.2339476275;20127.2339476275;19387.4913478311;19419.506190767;31254779143.63;371970445843.4;"2022-09-18T23:59:59.999Z"
19418.5714215096;19639.4797325487;18390.3187095743;19544.1292496743;40177002623.56;374373522207.39;"2022-09-19T23:59:59.999Z"
19545.5912754153;19602.4567458839;18813.4550109729;18890.7890963691;36791346508.26;361876433047.07;"2022-09-20T23:59:59.999Z"
18891.2828895318;19674.6303314785;18290.315188225;18547.3997598262;46363793974.56;355314855623.96;"2022-09-21T23:59:59.999Z"
18534.6495954773;19456.9109010622;18415.5914968551;19413.5516208219;41135767926.23;371923967755.44;"2022-09-22T23:59:59.999Z"
19412.3999254216;19464.6723483926;18617.5530098977;19297.6378400087;38896078052.07;369718966324.75;"2022-09-23T23:59:59.999Z"
19296.990703569;19310.1976076117;18861.9739989585;18937.0111756715;26149643167.68;362826506171.96;"2022-09-24T23:59:59.999Z"
18936.311515242;19134.7331942683;18696.4683038168;18802.0979756765;23359966112.45;360259346858.07;"2022-09-25T23:59:59.999Z"
18803.9006328979;19274.8734982574;18721.2858513532;19222.6721841704;44148798320.6;368335944295.86;"2022-09-26T23:59:59.999Z"
19221.8407127512;20338.4554611365;18915.6687222744;19110.5465509918;58571439618.96;366202733264.3;"2022-09-27T23:59:59.999Z"
19104.6207895026;19688.3443733361;18553.2973576077;19426.7213316789;53071298733.51;372279603227.33;"2022-09-28T23:59:59.999Z"
19427.7801905231;19589.2662114892;18924.3534530707;19573.0503140007;41037843771.3;375100872175.06;"2022-09-29T23:59:59.999Z"
19573.4314212308;20109.8503013076;19265.6623997088;19431.7894465994;43975248084.73;372414733487.45;"2022-09-30T23:59:59.999Z"
19431.1049459172;19471.1548671102;19231.0818744273;19312.0947321314;18719537669.88;370142714486.9;"2022-10-01T23:59:59.999Z"
19311.8487082258;19370.3092809335;18970.6205832529;19044.1072723711;20765955327.49;365024821953.69;"2022-10-02T23:59:59.999Z"
19044.0678498115;19653.5429529049;19025.2262854468;19623.580334556;30484729488.71;376151028151.32;"2022-10-03T23:59:59.999Z"
19623.5846894487;20380.3441825203;19523.8401239583;20336.842949206;35887278684.83;389843287588.34;"2022-10-04T23:59:59.999Z"
20335.8995793765;20343.7485202691;19801.8006612025;20160.7161716068;33223790572.36;386489739242.67;"2022-10-05T23:59:59.999Z"
20161.0384382098;20408.3918398816;19900.0885329785;19955.4436723686;34711412966.17;382574032285.78;"2022-10-06T23:59:59.999Z"
19957.5590804174;20041.0855798292;19395.7932402119;19546.8497101499;29227315390.11;374761116006.47;"2022-10-07T23:59:59.999Z"
19546.3288377398;19601.6954551175;19299.4136190281;19416.5678495233;16437423166.71;372284398575.26;"2022-10-08T23:59:59.999Z"
19417.4794111661;19542.5386535421;19349.2589533994;19446.4261941327;16837262532.25;372876821416.38;"2022-10-09T23:59:59.999Z"
19446.4162251338;19515.4672876602;19102.9792396234;19141.4835050122;27425022773.59;367049182259.43;"2022-10-10T23:59:59.999Z"
19138.9998774831;19241.9602356953;18925.6032218176;19051.4182694773;28711532910.3;365340817941.08;"2022-10-11T23:59:59.999Z"
19052.6457860076;19203.1986510517;19029.7583291291;19157.4462868525;24950173846.05;367391447229.96;"2022-10-12T23:59:59.999Z"
19156.966613327;19453.3279714913;18319.8226296141;19382.9040336331;44219840003.89;371731749298.26;"2022-10-13T23:59:59.999Z"
19382.533972178;19889.1462709754;19115.4073184994;19185.656700327;38452356726.7;367967465552.59;"2022-10-14T23:59:59.999Z"
19185.4373038114;19212.5416076166;19019.2501252192;19067.6350822884;16192235531.97;365722351004.5;"2022-10-15T23:59:59.999Z"
19068.9135599379;19389.6035200638;19068.9135599379;19268.0928008619;17988916650.36;369584293835.81;"2022-10-16T23:59:59.999Z"
19268.5621023075;19635.8022813631;19173.3347235856;19550.7572999132;27472552998.34;375024092833.74;"2022-10-17T23:59:59.999Z"
19550.466742932;19666.9950059677;19144.7701762788;19334.4151499829;30580012344.21;370891718468.24;"2022-10-18T23:59:59.999Z"
19335.0264414519;19348.4168096206;19127.6883699574;19139.5343513894;22425387183.91;367171621206.39;"2022-10-19T23:59:59.999Z"
19138.0850568701;19315.1989686457;18971.4586492749;19053.7402405368;24493974419.53;365543015077.49;"2022-10-20T23:59:59.999Z"
19053.2030456165;19237.3856061517;18770.9700605115;19172.4692172692;32459287865.69;367839754255.23;"2022-10-21T23:59:59.999Z"
19172.380608581;19248.0676722118;19132.2431934133;19208.1902460043;16104440957.47;368541303588.26;"2022-10-22T23:59:59.999Z"
19207.7346507752;19646.6515415466;19124.196964845;19567.0073980529;22128794335.13;375444263357.02;"2022-10-23T23:59:59.999Z"
19567.7695803849;19589.1245755281;19206.3243067081;19345.5723482851;30202235804.59;371211779873.32;"2022-10-24T23:59:59.999Z"
19344.964420214;20348.4115841778;19261.4471258532;20095.8564554472;47761524909.94;385624152241.56;"2022-10-25T23:59:59.999Z"
20092.2371880952;20938.1338126875;20076.1177715753;20770.4412716294;58895950537.09;398588922090.83;"2022-10-26T23:59:59.999Z"
20772.8030271027;20854.0442159331;20255.3731443355;20285.8367757017;49625110402.03;389306507854.33;"2022-10-27T23:59:59.999Z"
20287.9560947863;20724.980299643;20086.0682301131;20595.3519366012;43994715910.3;395266756395.28;"2022-10-28T23:59:59.999Z"
20595.1038419697;20988.3944704236;20566.4846167248;20818.4761644388;40369840645.23;399567972100.27;"2022-10-29T23:59:59.999Z"
20817.9822518424;20917.0062398519;20547.4634247745;20635.6037476843;31486345555.64;396075135322.21;"2022-10-30T23:59:59.999Z"
20633.6960710953;20795.3212231777;20287.4590879886;20495.7742320325;45668466815.41;393413045572.67;"2022-10-31T23:59:59.999Z"
20494.8976229392;20647.2897203577;20359.8454797164;20485.2732430903;39819303159.15;393230695987.89;"2022-11-01T23:59:59.999Z"
20482.9596937554;20742.8110110662;20087.1344836206;20159.5030671045;55552169483.42;386993271473.89;"2022-11-02T23:59:59.999Z"
20162.6892278966;20382.0963206451;20086.2409033906;20209.9874150039;43228750179.43;387983112928.37;"2022-11-03T23:59:59.999Z"
20208.7694981217;21209.5610423054;20188.0187146493;21147.2297322385;64072727949.72;405992446610.67;"2022-11-04T23:59:59.999Z"
21144.8314657888;21446.8860966908;21097.6354171085;21282.6912959164;37846047609.23;408613690153.42;"2022-11-05T23:59:59.999Z"
21285.0566639114;21345.3767927888;20920.1906840362;20926.4859738215;35082693210.3;401792318391.34;"2022-11-06T23:59:59.999Z"
20924.6204840491;21053.2461495293;20489.9733436956;20602.8167252699;53510852236.18;395596352770.07;"2022-11-07T23:59:59.999Z"
20600.6727471588;20664.6065202996;17603.5443690046;18541.2718532238;118992465606.57;356030188152.67;"2022-11-08T23:59:59.999Z"
18543.7612496199;18590.4595695809;15682.6928427807;15880.7798491723;102905151606.28;304958504278.2;"2022-11-09T23:59:59.999Z"
15883.1582269152;18054.3117790661;15834.0180932521;17586.7714495473;83202283720.96;337735690619.8;"2022-11-10T23:59:59.999Z"
17583.2524305101;17650.9440525421;16543.4823901353;17034.2931347133;55871616488.33;327139766936.22;"2022-11-11T23:59:59.999Z"
17036.8754084418;17066.6754912523;16651.7747697243;16799.1847383999;29717699419.42;322642084634.09;"2022-11-12T23:59:59.999Z"
16799.7222910557;16920.766400155;16320.6351532761;16353.3657171761;27209183682.26;314093257178.25;"2022-11-13T23:59:59.999Z"
16352.0285634204;17109.323354055;15872.9416126748;16618.1992288908;49630243054.06;319192915033.18;"2022-11-14T23:59:59.999Z"
16617.4847379897;17051.9619672047;16542.551267216;16884.6139070546;36599436182.62;324326299579.98;"2022-11-15T23:59:59.999Z"
16884.3411879443;16960.2951783623;16430.1112817802;16669.4401447741;33925512988.62;320208159886.93;"2022-11-16T23:59:59.999Z"
16670.4267562003;16726.4388447882;16460.6834870428;16687.5179505411;27868914021.95;320570440520.86;"2022-11-17T23:59:59.999Z"
16687.9115750712;16947.0584011119;16564.6116800308;16697.7776677865;26862218608.57;320781106962.52;"2022-11-18T23:59:59.999Z"
16696.2199051826;16797.8769973611;16570.4107483511;16711.5477937965;16106223491.51;321061621175.61;"2022-11-19T23:59:59.999Z"
16712.9204583677;16746.7801572696;16248.6928292993;16291.8324676929;21313378651.69;313012826679.9;"2022-11-20T23:59:59.999Z"
16291.223799579;16291.223799579;15599.0471753829;15787.2840945218;37429485517.93;303332140406.92;"2022-11-21T23:59:59.999Z"
15782.3012305363;16253.0477467021;15656.6060601161;16189.7695319341;30726828760.3;311078520948.59;"2022-11-22T23:59:59.999Z"
16195.5886697744;16638.1924865387;16170.502495775;16610.7064149352;32958875628.23;319180537510.23;"2022-11-23T23:59:59.999Z"
16611.6376723586;16771.4752431789;16501.7680548846;16604.4650179543;26129037414.48;319074189335.14;"2022-11-24T23:59:59.999Z"
16602.2695164974;16603.3169928826;16388.4049535141;16521.8410189608;18678255975.67;317499392769.32;"2022-11-25T23:59:59.999Z"
16521.5770249101;16666.8629270058;16416.22869026;16464.2810793656;18000008764.22;316404791284.87;"2022-11-26T23:59:59.999Z"
16463.8831715903;16594.405472442;16437.0253344115;16444.6268345485;20443898508.94;316040534591.72;"2022-11-27T23:59:59.999Z"
16440.2220878988;16482.9335433104;16054.5302153408;16217.3224676411;27743025156.05;311686396568.46;"2022-11-28T23:59:59.999Z"
16217.6399037709;16522.2574706655;16139.3962752471;16444.9832700291;23581685467.5;316074930082.57;"2022-11-29T23:59:59.999Z"
16445.4774885523;17190.9382730078;16445.4774885523;17168.5655484864;29523576583.08;329997633644.39;"2022-11-30T23:59:59.999Z"
17168.0021376253;17197.4972534447;16888.3878876144;16967.1336671008;22895392882.21;326142124579.08;"2022-12-01T23:59:59.999Z"
16968.6832614793;17088.6604094023;16877.8815958777;17088.6604094023;19539705127.46;328491679165.28;"2022-12-02T23:59:59.999Z"
17090.0984850759;17116.0408055326;16888.1408071604;16908.236795124;16217776703.79;325037180854.75;"2022-12-03T23:59:59.999Z"
16908.1704770796;17157.7672395866;16903.4398276459;17130.4859472168;16824520830.08;329323845088.74;"2022-12-04T23:59:59.999Z"
17128.8940804496;17378.1533102833;16922.4318687598;16974.8256651336;22209086834.09;326346115859.9;"2022-12-05T23:59:59.999Z"
16975.239124186;17091.8641751072;16939.9223489269;17089.5037060098;19889922369.03;328566216152.49;"2022-12-06T23:59:59.999Z"
17089.5062701866;17109.3774938957;16750.5581344286;16848.1276289005;19675404388.75;323943465219.08;"2022-12-07T23:59:59.999Z"
